"place","gender","age","home","time"
8252,"Female",25,"NY",245.483333333333
23528,"Male",35,"IRL",436.233333333333
21957,"Female",37,"NED",342.933333333333
13181,"Male",40,"NY",271.35
17017,"Female",32,"NY",289.716666666667
22356,"Female",23,"NJ",353.266666666667
23627,"Male",45,"GBR",478.016666666667
4549,"Male",46,"BRA",224.65
12090,"Female",31,"GBR",263.466666666667
9567,"Male",32,"NY",251.133333333333
15300,"Male",30,"COL",278.283333333333
17251,"Female",31,"CO",290.75
16804,"Female",22,"NY",288.283333333333
18264,"Female",44,"NY",299.966666666667
9649,"Male",33,"CA",250.15
23378,"Female",32,"NY",411.566666666667
451,"Male",41,"OR",176.05
5427,"Female",42,"GBR",230.75
13745,"Female",31,"NY",273.266666666667
4288,"Male",50,"SUI",223.15
10743,"Male",39,"ITA",256.55
1036,"Male",42,"MI",190.4
15215,"Male",48,"FRA",280.6
8413,"Male",42,"TX",246.333333333333
20905,"Female",37,"SUR",324.216666666667
18050,"Male",29,"GBR",294.6
11965,"Female",30,"GER",262.35
23425,"Male",62,"NY",416.966666666667
7785,"Male",53,"ITA",242.633333333333
4597,"Male",38,"NZL",224.45
12669,"Female",31,"NY",263.866666666667
4380,"Male",41,"CA",223.55
16529,"Male",33,"LUX",287.533333333333
1730,"Female",39,"WA",201.35
20500,"Male",52,"PR",319.433333333333
8051,"Female",46,"NY",244.85
10038,"Male",41,"NJ",255.033333333333
7720,"Male",30,"ITA",242.283333333333
3745,"Male",49,"LUX",220.016666666667
21867,"Female",58,"GBR",340.65
11319,"Male",33,"NED",259.1
54,"Male",37,"AK",147.333333333333
4232,"Male",27,"ITA",222.866666666667
6372,"Male",31,"FL",235.666666666667
329,"Male",34,"NY",171.283333333333
13889,"Male",43,"SUI",271.5
16759,"Male",52,"NY",285.516666666667
11024,"Female",43,"GBR",258.25
21552,"Female",33,"NY",334.216666666667
11457,"Male",56,"GAU",261.833333333333
16921,"Female",33,"NY",289.15
13433,"Male",49,"GBR",269.966666666667
17592,"Male",52,"NY",292.233333333333
7184,"Female",41,"NY",237.183333333333
14650,"Female",30,"NY",275.35
18306,"Female",31,"CA",298.016666666667
23357,"Male",54,"GBR",411.183333333333
8776,"Male",32,"FRA",248.6
2161,"Male",34,"NY",205.566666666667
22223,"Female",33,"SUI",346.283333333333
17492,"Male",51,"VEN",294.966666666667
18975,"Male",35,"CA",305.116666666667
14256,"Male",49,"DEN",271.8
5505,"Male",36,"CAN",230.333333333333
4351,"Male",45,"ITA",224.066666666667
20296,"Male",30,"FL",316.5
14603,"Male",44,"NED",274.633333333333
9019,"Male",39,"NJ",248.2
22194,"Female",34,"CA",347.766666666667
14961,"Female",57,"SUI",274.25
9475,"Male",30,"GA",249.283333333333
21222,"Male",34,"NJ",329.45
7181,"Male",30,"MA",236.433333333333
20045,"Female",48,"FRA",313.116666666667
14137,"Female",41,"NY",274.033333333333
7758,"Male",49,"FRA",240.416666666667
16783,"Male",67,"NY",285.85
14359,"Male",47,"GBR",275.3
20101,"Female",20,"PA",310.05
14730,"Female",51,"CO",271.816666666667
22045,"Male",42,"NY",348.083333333333
10731,"Female",32,"NY",258.583333333333
10643,"Male",41,"NJ",252.833333333333
7038,"Male",40,"NY",238.666666666667
6904,"Male",38,"NY",238.166666666667
1854,"Male",51,"DEN",202.433333333333
3101,"Male",30,"CA",213.966666666667
6168,"Male",40,"FRA",234.65
1728,"Male",32,"CA",200.316666666667
14652,"Female",31,"NY",277.083333333333
19062,"Male",22,"NY",302.5
9588,"Male",44,"NED",253.566666666667
11309,"Female",38,"SUI",259.766666666667
21012,"Male",24,"NY",322.766666666667
11548,"Male",54,"NED",258.716666666667
21082,"Male",48,"NY",328.5
10429,"Male",40,"TX",255.616666666667
21388,"Female",42,"GBR",329.683333333333
3450,"Male",29,"NED",218.016666666667
19585,"Male",32,"NY",309.716666666667
16315,"Male",42,"NY",284.233333333333
5637,"Male",50,"GBR",231.416666666667
22486,"Male",51,"FL",352.366666666667
17397,"Male",35,"NY",291.266666666667
19092,"Female",34,"NY",303.45
18870,"Male",46,"NED",303.266666666667
18407,"Female",30,"NY",293.533333333333
9527,"Female",26,"NY",252.066666666667
10412,"Male",45,"AUT",254.433333333333
6380,"Female",27,"NY",235.9
3365,"Male",28,"RSA",215.666666666667
19590,"Male",40,"FRA",305.05
399,"Male",36,"WA",174.766666666667
17611,"Male",55,"CA",294.1
12709,"Male",37,"ITA",267.05
23090,"Male",63,"ITA",385.166666666667
20014,"Male",35,"NY",313.15
12356,"Male",37,"ITA",264.883333333333
20073,"Male",32,"NY",312
437,"Male",30,"GBR",175.766666666667
3173,"Male",42,"NY",215.1
19854,"Female",36,"NY",312.55
6817,"Male",42,"MEX",238.25
20195,"Female",31,"NC",315.966666666667
1236,"Male",36,"MA",193.683333333333
3370,"Female",23,"NY",217.483333333333
15038,"Male",50,"CA",279.316666666667
9006,"Male",21,"NJ",248.55
3897,"Female",22,"TN",218.716666666667
3981,"Female",28,"IL",221.85
14886,"Female",45,"BER",277.633333333333
8038,"Male",48,"NED",243.433333333333
22191,"Male",62,"CA",347.316666666667
10571,"Male",41,"NJ",258.016666666667
14918,"Male",34,"WI",279.05
14955,"Male",41,"VA",276.9
779,"Male",26,"AUS",184.2
4459,"Male",28,"GBR",224.583333333333
6661,"Male",50,"NED",236.016666666667
2319,"Male",61,"VEN",207.166666666667
14003,"Male",43,"ITA",275.266666666667
18364,"Female",35,"MA",297.2
9800,"Female",26,"HI",254.45
8447,"Female",31,"NC",244.6
12152,"Male",33,"NY",265.316666666667
4604,"Male",45,"ITA",225.333333333333
9926,"Male",32,"GA",253.633333333333
605,"Male",57,"PAR",180.75
9733,"Male",54,"FRA",251.433333333333
1234,"Male",51,"NY",194.066666666667
14767,"Male",52,"FRA",273.866666666667
7678,"Male",53,"NJ",240.9
17356,"Male",36,"GBR",290.133333333333
23168,"Female",56,"FRA",390
16633,"Female",30,"NY",283.083333333333
7609,"Male",36,"NOR",239.266666666667
3544,"Male",29,"NED",218.266666666667
18986,"Female",31,"CA",304.4
1098,"Male",47,"JPN",191.133333333333
5114,"Male",42,"FRA",226.733333333333
3680,"Male",33,"NY",219.783333333333
5890,"Female",43,"CA",233.916666666667
20083,"Male",52,"FRA",315.35
10558,"Male",55,"NY",258.4
425,"Female",26,"NY",175.533333333333
18981,"Female",22,"MEX",304.833333333333
1678,"Male",39,"FRA",200.55
18835,"Male",30,"TN",298.583333333333
2926,"Male",32,"NY",213.05
9031,"Male",34,"NY",247.95
21224,"Male",43,"NY",328.933333333333
16108,"Female",44,"GER",283.633333333333
1407,"Male",44,"NY",195.283333333333
18129,"Male",34,"NED",297.566666666667
4013,"Female",32,"NY",221.916666666667
9534,"Male",41,"GER",250.916666666667
13651,"Male",67,"NJ",270.8
6832,"Male",41,"NY",236.983333333333
21452,"Female",27,"NY",329.333333333333
10562,"Male",44,"NY",256.583333333333
11022,"Female",41,"MA",257.55
23622,"Male",33,"NY",475.366666666667
11211,"Male",55,"NY",258.666666666667
14600,"Female",50,"GBR",272.666666666667
18696,"Female",44,"FRA",299.8
9018,"Male",31,"FRA",247.766666666667
8890,"Female",23,"CT",249.483333333333
22953,"Male",49,"NM",374.25
12066,"Male",50,"GER",264.583333333333
17060,"Female",42,"NY",285
5160,"Male",21,"NOR",228.466666666667
6158,"Male",33,"ESP",232.9
4823,"Male",64,"JPN",227.416666666667
3995,"Female",30,"NY",221.516666666667
13562,"Male",30,"GBR",269.916666666667
21227,"Male",29,"GBR",328.233333333333
21921,"Female",35,"NY",344.1
7399,"Female",23,"MA",240.933333333333
3769,"Male",41,"FRA",219.9
997,"Male",37,"FRA",189.683333333333
15654,"Female",42,"GBR",281.783333333333
961,"Male",49,"GBR",189.1
16655,"Male",65,"CA",287.1
4216,"Male",24,"NY",221.35
22372,"Male",43,"NY",351.316666666667
11629,"Male",31,"NY",259.433333333333
17911,"Male",52,"DC",297.866666666667
6096,"Female",42,"NJ",235.033333333333
867,"Male",53,"AUT",186.783333333333
21737,"Male",40,"NY",336.75
2063,"Male",34,"CT",205.35
2273,"Male",34,"CA",206.333333333333
18763,"Male",50,"PER",301
18793,"Female",33,"NY",298.233333333333
18416,"Female",32,"NY",296.633333333333
21332,"Male",41,"PER",333.583333333333
14483,"Female",62,"NY",277.683333333333
14952,"Female",24,"TX",278.15
13939,"Female",60,"NY",274.65
13878,"Female",47,"GER",270.7
8918,"Male",51,"MN",248.55
5088,"Male",41,"CT",228.133333333333
4989,"Female",22,"NY",227.4
15377,"Female",33,"IL",276.566666666667
4416,"Male",48,"NJ",222.983333333333
13395,"Male",54,"NY",269.633333333333
9577,"Female",34,"NY",250.3
8044,"Male",52,"MD",242.516666666667
2348,"Male",41,"FRA",207.65
475,"Male",35,"AUT",177.083333333333
18824,"Female",34,"NH",300.266666666667
20940,"Female",41,"TX",326.75
11729,"Male",32,"CA",257.883333333333
8546,"Female",32,"NY",245.183333333333
18250,"Male",60,"GER",298.766666666667
11736,"Female",27,"NY",261.766666666667
2979,"Female",32,"NJ",213.766666666667
1457,"Male",40,"NY",197.883333333333
22271,"Female",55,"CT",349.85
9783,"Male",42,"OR",253.983333333333
14500,"Male",48,"SUI",272.5
104,"Male",27,"NJ",156
7207,"Male",25,"NY",239.8
4787,"Female",30,"CAN",225.3
17751,"Male",36,"TX",292.483333333333
22521,"Female",42,"CA",353.566666666667
12225,"Male",30,"GBR",264.116666666667
15514,"Male",40,"NY",281.4
21215,"Male",53,"MA",331.7
6402,"Male",35,"ITA",235.8
23010,"Male",69,"MI",376.65
16017,"Male",24,"NY",284.316666666667
23059,"Male",51,"CT",380.683333333333
20532,"Male",29,"NY",316.816666666667
13736,"Female",33,"CT",273
9353,"Male",30,"NY",251.583333333333
2279,"Male",21,"NJ",206.133333333333
18272,"Male",43,"FL",298.4
14246,"Male",31,"NY",275.55
13661,"Male",39,"FRA",270.283333333333
1654,"Male",35,"ESP",200.55
16157,"Male",31,"ITA",285.25
20877,"Male",29,"SUI",324.666666666667
14245,"Male",40,"MA",273.7
13446,"Female",37,"IN",267.633333333333
1079,"Male",40,"NED",191.316666666667
14013,"Male",49,"ITA",273.033333333333
23645,"Female",46,"NY",501.55
16189,"Female",51,"TN",285.35
15162,"Female",50,"GER",278.116666666667
11784,"Female",40,"NY",263.383333333333
4206,"Male",27,"CAN",223.333333333333
16261,"Male",61,"FRA",285.883333333333
1131,"Male",37,"GBR",191.916666666667
16713,"Female",53,"IRL",289.016666666667
14241,"Female",21,"NY",276.05
8726,"Male",55,"GER",240.966666666667
